state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,covid-19_age-adjusted_mortality_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,childcare_cost_burden_raw_value,childcare_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
MI,Cheboygan County,9403.447197,0.189,4.615928826,5.544939086,0.082568807,0.223,0.375,7.2,0.27,0.483978281,0.22169912,0.470588235,142.4,20.18561485,0.091307278,0.000553885,0.000433668,0.001143308,3274,0.5,0.39,0.901119117,0.53700268,0.145762382,0.217,3.769916869,0.20634542,13.05586327,133.4694198,81.214912,7,0,0.109821429,0.799960834,0.369,76.1382116,76.72336947,382.7220792,108.7284808,,0.144,0.181,0.098,80,0.168,0.038733831,14.46340758,10.11656531,0.393560281,0.105475795,0.042665388,0.000591366,0.847265625,0.126151013,3.072598946,2.730129183,0.03584682,-1389.813333,0.926209777,50788,,0.665639445,,18.72032592,0.383515791,4.975124378,,18.65351696,10.25042579,47.05882353,41.65473429,0.8400927,0.103550023,0.781887869,25365,0.15836783,0.286260595,0.007214666,0.030908733,0.004376109,0.000551942,0.01584861,0.91701163,0.002415063,0.500059137,0.827278984
MI,Chippewa County,7074.532132,0.21,4.880304919,5.567246761,0.061765985,0.243,0.382,6.7,0.289,0.598753894,0.219023788,0.428571429,155.3,15.72449643,0.100058445,0.000642588,0.000622328,0.003869257,4342,0.48,0.38,0.921505623,0.618170267,0.089138391,0.184,4.248189568,0.230169242,8.300088356,288.1393499,73.69472228,9.8,1,0.1249555,0.767058077,0.177,40.95362466,78.1075523,373.9350086,47.94924757,,0.155,0.182,0.113,85.8,0.17,0.081391862,16.09672342,11.00097491,0.40059833,0.117693111,0.049490539,0.001190541,0.8,0.070444915,2.957291262,2.818930694,0.070218877,3130.28198,0.939257178,52579,,0.576692374,63.19561423,39.39464038,0.340839499,9.518477044,,16.74737258,9.078335354,59.62962963,37.25667091,0.698596663,0.105255464,0.808350206,36958,0.180123383,0.192245251,0.067454949,0.166053358,0.007359706,0.000676444,0.020807403,0.689782997,0.004714863,0.449077331,0.489382139
MI,Clare County,10737.87357,0.224,5.191164504,5.962121186,0.066902969,0.257,0.416,7,0.303,0.563732782,0.195996799,0.212121212,235.9,31.41748291,0.096765791,0.000290792,0.000259985,0.001267427,4935,0.45,0.33,0.855100772,0.5137367,0.115104255,0.267,4.444324509,0.192751236,10.66235864,349.5241221,104.2419978,7.3,0,0.157597743,0.762458163,0.392,86.07717281,74.27128422,509.7765259,53.41441367,,0.167,0.201,0.11,135.4,0.187,0.013248966,30.2774714,19.56272649,0.411337382,0.114744526,0.045030556,0.000812453,0.795716511,0.091597275,2.760539589,2.430869355,0.031676609,-3125.6247,0.832535885,43726,,0.64368932,,32.53051887,0.479348671,8.418520746,,22.28763866,16.93932464,28.4,33.32185608,0.835714869,0.119646499,0.743365722,30771,0.196581197,0.248448214,0.006759611,0.008644503,0.002697345,0.000357479,0.022943681,0.944785675,0.004104581,0.500211238,0.706428248
MI,Clinton County,4429.521559,0.153,3.831233364,4.873986129,0.058660764,0.178,0.352,8,0.235,0.610450771,0.229669978,0.270833333,312.8,8.584961516,0.058058226,0.000301527,0.000275852,0.001178639,3597,0.51,0.49,0.951682137,0.764119776,0.065504253,0.087,3.965864759,0.144443179,6.658709718,94.25253223,54.93517902,8.7,0,0.090244732,0.833782383,0.303,48.1571777,81.14174479,237.1729691,28.40424928,4.142651297,0.117,0.156,0.086,66.8,0.097,0.098577554,12.15015921,8.913985498,0.376012403,0.068741571,0.029968454,0.0003887,0.842467662,0.041099344,3.407153988,3.307247432,0.104102674,3129.344167,0.774141082,76367,,0.349605876,48.39867843,38.57088173,0.471761363,7.281001138,,12.01753904,10.37945779,15.34246575,133.7942526,0.821350474,0.075366341,0.87104897,79753,0.218436924,0.181560568,0.01919677,0.005303876,0.016225095,0.000614397,0.047998194,0.893922486,0.004627022,0.506639249,0.529264281
MI,Crawford County,7805.220432,0.188,4.561521996,5.490195705,0.093251534,0.221,0.374,7.5,0.264,0.691132585,0.212781923,0.363636364,270.9,24.44703143,0.078221009,0.00078409,0.000357628,0.001573564,3459,0.41,0.32,0.905854355,0.650504267,0.104240283,0.239,4.205436365,0.223803875,7.12809181,264.2533937,122.1931514,6.9,0,0.121588089,0.835400226,0.282,,77.52356171,375.5020615,,,0.143,0.18,0.099,,0.159,0.021868672,26.24609291,15.44671912,0.392624479,0.089848757,0.042003854,0.001788141,0.825,,3.118586254,3.174014676,0.038346496,-2057.251,0.771966355,49625,,0.575757576,,31.89399514,0.360382872,5.763688761,,26.62827536,17.25079785,102,105.7325671,0.814947197,0.110356537,0.864987815,13981,0.173521207,0.268364209,0.006580359,0.007724769,0.007295616,0.000572205,0.023317359,0.941348974,0.002573808,0.489235391,0.725877505
MI,Delta County,9171.827812,0.178,4.470752921,5.437433847,0.074104235,0.214,0.37,7.5,0.262,0.837977825,0.216558148,0.15,313,20.40527136,0.076233184,0.000754527,0.000702011,0.001600584,1301,0.53,0.38,0.925314346,0.653449431,0.087443946,0.154,4.506469411,0.247979583,15.09054326,187.3581138,71.89833909,6.2,1,0.117241379,0.805027127,0.162,95.84335137,76.72797465,398.8101337,60.51544924,,0.139,0.177,0.098,71.2,0.148,0.050529518,12.12087308,11.4917022,0.389056453,0.090549785,0.035803845,0.001010895,0.854317549,,3.175312354,3.019384596,0.061550924,-183.4676,0.658218353,49414,,0.514758217,,33.59772385,0.459808961,12.68742791,,24.75327448,12.81908371,32.5,182.4642859,0.776154513,0.092999225,0.788906772,35612,0.193417949,0.255924969,0.003706616,0.028333146,0.005110637,0.000336965,0.015528474,0.922666517,0.000468659,0.502302595,0.437535407
MI,Dickinson County,8213.508489,0.162,4.179384839,5.197975145,0.064347826,0.195,0.368,7.4,0.242,0.507260777,0.222870014,0.176470588,281.3,18.00890328,0.063331091,0.000871667,0.001115005,0.003822874,1887,0.57,0.42,0.947314825,0.736989891,0.070375225,0.134,3.848244797,0.220602915,16.64091287,,98.67070822,5.8,0,0.129905277,0.841676164,0.131,138.4656577,77.66341695,366.137832,49.41932296,,0.128,0.167,0.089,,0.136,0.076438032,31.68986189,14.01117531,0.380940515,0.072513235,0.037573908,0.002548582,0.844674556,,3.090614976,3.218758927,0.053165753,-1047.755203,0.74306549,59408,,0.456910569,,43.36785126,0.408968489,11.68224299,,18.47643317,11.05111932,12.5,226.2653487,0.79409973,0.081417196,0.808719868,25112,0.19695763,0.238013699,0.00521663,0.010273973,0.007287353,0.000955718,0.017242753,0.947316024,0.002573789,0.49601784,0.327652094
MI,Eaton County,6638.878168,0.159,3.936004937,4.912130536,0.073308512,0.181,0.37,7.7,0.248,0.605573548,0.232576728,0.256756757,380.9,13.90297498,0.059048592,0.000371821,0.000699059,0.001933762,3973,0.49,0.46,0.94576942,0.738026501,0.076792843,0.103,3.492419648,0.201541223,11.42670584,244.2746671,78.58811259,8.9,0,0.110610498,0.807805931,0.268,52.31621317,78.50722859,326.485949,45.09558063,5.252369972,0.123,0.156,0.09,94.4,0.118,0.08796475,19.98534408,13.44982887,0.383918057,0.069586923,0.02971177,0.000526564,0.773035714,0.088392692,3.004037392,2.891722385,0.151650087,224.7385263,0.86807623,67658,,0.448663854,67.49864085,55.0525731,0.313902273,7.837251959,2.089293806,18.32270147,11.48735753,30.76923077,207.3998538,0.725781025,0.085213596,0.862712881,110148,0.204388641,0.195164688,0.068226386,0.005610633,0.024684969,0.000508407,0.056896176,0.821975887,0.007982031,0.508443186,0.379717703
MI,Emmet County,6207.0226,0.154,4.025058816,5.065860701,0.066699851,0.176,0.326,7.7,0.214,0.686762097,0.234036791,0.411764706,200.5,11.64005372,0.080959874,0.001316774,0.001139704,0.003599064,3185,0.56,0.52,0.948265896,0.710800922,0.104767989,0.121,4.279683479,0.201131364,15.86114021,172.8283739,73.29968758,7,0,0.132322536,0.793991948,0.21,57.00363371,79.27202137,305.4641505,,,0.123,0.162,0.084,41.2,0.128,0.063182837,9.993504222,9.020424819,0.377855247,0.092138103,0.047662695,0.002369384,0.905061425,,3.180961176,3.049317662,0.026896334,2357.3888,0.77766849,60401,,0.440200786,,24.94722732,0.405307859,11.84538653,,18.38757273,12.01634223,24.44444444,207.5182586,0.742410368,0.114998167,0.850813552,33342,0.185411793,0.240057585,0.006868214,0.038749925,0.006418331,0.001289665,0.020574651,0.908313838,0.000950239,0.505278628,0.748883587
MI,Genesee County,10547.12158,0.202,4.618411188,5.450186668,0.104890625,0.229,0.402,6.7,0.301,0.776826605,0.187698061,0.255230126,718.6,24.78082344,0.066329694,0.000889572,0.000738647,0.003139869,4860,0.47,0.47,0.909056497,0.652405484,0.111563749,0.243,4.65192833,0.333289653,9.216067499,653.1990552,105.6799143,7.9,1,0.157573411,0.823206,0.325,90.55164166,74.82394756,494.8458952,62.8092464,7.799408951,0.151,0.187,0.116,167,0.152,0.114141692,47.63864282,12.70455471,0.410446603,0.080782706,0.027595554,0.001025213,0.808251741,0.076233404,2.833781594,2.663435131,0.278997567,-2592.279405,0.738863347,48721,,0.592220489,67.77739443,59.79938706,0.55953285,8.09649013,12.70455471,13.95458113,19.37547056,22.14285714,402.5914732,0.699866925,0.138218851,0.808976381,404794,0.222159913,0.183681082,0.200637855,0.005639906,0.010531283,0.000296447,0.03733751,0.719664817,0.004119548,0.518359956,0.16755208
MI,Gladwin County,10139.15448,0.211,4.951490189,5.783827918,0.076450893,0.244,0.392,7.1,0.29,0.279036276,0.208569378,0.571428571,243.6,20.61412927,0.094463611,0.000196471,0.000157332,0.00121932,4147,0.48,0.41,0.877149357,0.533520761,0.097306602,0.282,4.077462389,0.213541667,6.68002672,219.7889234,89.2814816,7.5,0,0.146363636,0.816912599,0.446,80.93786314,75.27444061,463.0809016,,,0.157,0.193,0.107,54.4,0.162,0.055768816,,14.11305119,0.407696302,0.108262108,0.053512397,0.000314663,0.909151786,0.156385752,2.960623514,2.706320155,0.02834562,-3225.147,0.749583702,48694,,0.598779558,,23.77453898,0.382490656,8.035062089,,18.31360056,17.38223536,52.77777778,0,0.864144531,0.106546025,0.770682408,25424,0.186752675,0.27592039,0.005388609,0.006568597,0.004405286,0.000314663,0.019863122,0.952682505,0.007225494,0.49622404,0.885801028
MI,Gogebic County,8248.688795,0.195,4.664471196,5.540085394,0.070505288,0.226,0.387,7.4,0.27,0.77256955,0.208737843,0.222222222,214.7,19.25491838,0.085480573,0.00078712,0.000505707,0.002022829,3031,0.49,0.35,0.941695334,0.572916667,0.076896787,0.225,4.830878155,0.284785436,12.88014311,99.8389694,80.27429318,5.7,0,0.102719033,0.810465116,0.148,119.5529969,77.79319334,398.7804009,,,0.146,0.183,0.102,73,0.151,0.048630427,,13.37588138,0.403515066,0.098493936,0.043460092,0.001228146,0.811627907,,2.896703603,2.973603093,0.26711533,-423.92,0.8029214,48975,,0.550412175,62.49517352,47.95520335,0.32920878,12.45551601,,17.13555927,,31,126.7261359,0.775522042,0.10939884,0.746229698,13842,0.166305447,0.291504118,0.006068487,0.03431585,0.004117902,0.000650195,0.020011559,0.919664788,0.00254363,0.494003757,0.681682596
MI,Grand Traverse County,5884.421017,0.145,3.83710427,4.90038112,0.069496855,0.178,0.32,8.1,0.214,0.700882901,0.238501963,0.261904762,289,13.27704016,0.071685323,0.00132133,0.001025729,0.004765365,3483,0.51,0.55,0.953555012,0.773313822,0.083819986,0.1,3.8373355,0.186599539,10.42024751,223.5684801,71.46805313,7,0,0.126699879,0.768490667,0.202,25.94157572,79.79155127,287.0578609,37.53602788,6.185248183,0.118,0.156,0.084,99.9,0.112,0.053598354,11.45914279,7.590285674,0.35914211,0.083647902,0.037215072,0.002692538,0.858333333,,3.292306121,3.130791033,0.035527051,3552.61,0.857896203,67290,,0.368246628,77.17134263,32.75412825,0.356932679,12.31852178,2.01374926,17.16057376,8.420707167,25.32467533,180.6089042,0.764912096,0.113757612,0.873454756,93592,0.198104539,0.21282802,0.007789127,0.012821609,0.007928028,0.000886828,0.030889392,0.925207283,0.003553023,0.509423882,0.480238199
MI,Gratiot County,7163.039836,0.202,4.584270857,5.349285588,0.069378859,0.221,0.406,6.4,0.279,0.630191167,0.206868444,0.083333333,314.4,16.92681938,0.066222363,0.000515831,0.000422014,0.001886652,4220,0.49,0.37,0.920583755,0.579942267,0.079767948,0.157,4.053775241,0.251476687,13.5098622,203.0249517,62.31202131,8.1,0,0.135420099,0.810892123,0.303,94.72267411,76.74441799,404.7897651,34.59663469,,0.145,0.175,0.107,85.2,0.144,0.165485004,12.33623646,12.54276735,0.42152793,0.077992949,0.035317362,0.001315692,0.873178138,0.044794691,2.905648857,2.65314177,0.043598812,-952.6111333,0.746429182,54161,,0.58394034,62.02756493,35.09588048,0.366813759,7.361268403,,12.12448932,5.887750045,35.3125,103.3422838,0.759082472,0.089892295,0.788451339,40283,0.19370454,0.181093762,0.059081995,0.007645905,0.005039347,0.000595785,0.065511506,0.854032719,0.002517598,0.464041904,0.601563236
MI,Hillsdale County,7989.084725,0.197,4.725780003,5.626687549,0.061657033,0.235,0.408,7.9,0.287,0.511908842,0.204740483,0.15625,206.1,20.92198582,0.081121954,0.000328911,0.000350432,0.001642648,4542,0.39,0.44,0.898766848,0.589462916,0.090949821,0.194,3.892020528,0.201820941,11.62153273,184.0898446,75.65652811,8.8,0,0.124266965,0.786415883,0.351,95.40202561,76.75705691,397.3899391,70.64106769,6.004366812,0.149,0.187,0.099,51.6,0.141,0.022616055,14.59726155,17.1641139,0.403005968,0.097736424,0.036970244,0.000569451,0.783891455,0.095049505,2.657706419,2.579342133,0.051842298,-1110.242185,0.702236116,54974,,0.587144623,,31.0304879,0.295303234,6.654343808,,18.49904376,12.68230818,43.5,51.70318383,0.774257426,0.086437386,0.77249725,45658,0.213938412,0.207630645,0.00657059,0.006329668,0.004774629,0.00032853,0.02538438,0.942857769,0.004743965,0.502934864,0.691269705
MI,Houghton County,6202.759643,0.182,4.514402685,5.347198929,0.062301587,0.214,0.361,7.4,0.262,0.707873758,0.219982235,0.166666667,173.7,10.09507008,0.083787822,0.000700594,0.000654786,0.001964357,3048,0.48,0.26,0.928300815,0.701410008,0.072499216,0.136,5.647656158,0.13867296,12.05021859,156.0019328,68.37549822,5.8,0,0.169415292,0.711907199,0.121,54.20545504,78.3671498,353.4917607,44.9019066,,0.141,0.175,0.1,49,0.15,0.050958563,,6.33001535,0.381597851,0.102184959,0.034607646,0.001053351,0.824078624,,3.494250789,3.434571235,0.095238,1101.709875,0.716042994,47399,,0.457083569,,44.55125003,0.517268297,10.82837033,,16.9964154,9.450272112,11,319.3981487,0.667077146,0.140507197,0.819051069,35126,0.203325172,0.18538974,0.009537095,0.007857428,0.026789273,0.000427034,0.017906964,0.924158743,0.009869871,0.460969083,0.378153325
MI,Huron County,7413.64897,0.187,4.545481716,5.489629584,0.072825024,0.222,0.384,7.4,0.273,0.442568996,0.209383168,0.3,151.7,14.99500167,0.082827483,0.000548723,0.000554595,0.001435422,2762,0.51,0.43,0.902979241,0.597600135,0.085058506,0.135,4.117456995,0.183176629,17.10725929,162.5611678,94.49669262,8,0,0.099497126,0.811346342,0.223,77.83289068,77.41197723,371.8021461,50.45408678,,0.141,0.18,0.096,26.1,0.135,0.08016444,14.00862069,15.48911434,0.383413538,0.096324312,0.044477028,0.001272306,0.886104218,0.10290652,3.049571889,2.939338782,0.075774251,-913.49685,0.788163374,53616,,0.511791933,,35.53132009,0.371232468,16.52346332,,21.20927242,12.85669287,23.75,71.63385976,0.805291918,0.08940422,0.750790912,30653,0.189508368,0.267412651,0.006165791,0.004110528,0.006524647,0.000130493,0.026718429,0.948390043,0.003108948,0.502691417,0.89461924
MI,Ingham County,8017.832737,0.176,4.210370969,4.983470599,0.084567351,0.165,0.374,6.7,0.258,0.877156945,0.208272339,0.316831683,615.2,13.01658218,0.074797308,0.00104991,0.000760472,0.004225609,4150,0.44,0.47,0.934339657,0.765309845,0.074537289,0.149,4.922345696,0.279564598,13.74800791,608.8111773,82.3941342,9,0,0.176737968,0.73968245,0.181,52.0788186,77.5643222,388.254953,56.86553688,6.617326948,0.132,0.162,0.107,179.4,0.138,0.143165782,35.16985441,8.100149458,0.385271687,0.088778631,0.032215037,0.001434918,0.765029132,0.026667796,3.058388015,2.960376003,0.171792766,749.7923855,0.82179758,62711,,0.490395564,49.26062117,39.18502242,0.467222656,8.986117997,5.334244765,12.97777142,10.17890807,24.3438914,733.1860137,0.58831964,0.153078744,0.850551558,290609,0.195079987,0.144744313,0.116551793,0.006376265,0.067183054,0.000777677,0.081804074,0.69148237,0.01686761,0.512561552,0.132063583
MI,Ionia County,6162.324992,0.188,4.393514253,5.253844504,0.074376788,0.215,0.385,7.9,0.274,0.597637118,0.205869252,0.358974359,267.4,22.95782168,0.069774466,0.000262763,0.000418261,0.001440677,4708,0.44,0.3,0.913745156,0.589617678,0.079371342,0.114,3.448758709,0.205340957,9.119433668,246.5249617,68.32658867,8.7,0,0.125546807,0.838644393,0.429,39.82489835,78.40300676,342.6142948,40.26963145,4.404404404,0.137,0.171,0.099,122.6,0.114,0.068601174,14.99017885,13.76248613,0.383278342,0.085728694,0.030063399,0.000712593,0.824673203,0.101141925,3.066922672,2.874994774,0.03780958,-32.71125,0.804478267,58371,,0.509758364,67.63575382,25.35161662,0.326069452,6.474237928,,14.77384942,8.385535882,27.5862069,84.61844589,0.763686013,0.076089351,0.833904035,64553,0.21950955,0.155360711,0.044769414,0.006878069,0.004895202,0.000325314,0.050779979,0.879292984,0.005453587,0.463711989,0.60538299
MI,Iosco County,11193.79068,0.2,4.759559887,5.626712761,0.072127139,0.236,0.375,7.1,0.288,0.836752038,0.21135634,0.095238095,159.2,36.06311044,0.089529766,0.000437776,0.000636436,0.00202864,3787,0.51,0.29,0.886712573,0.558070026,0.104708432,0.242,3.728453251,0.175413022,15.52115255,266.8195114,110.4603575,7.3,0,0.115649183,0.793778169,0.246,86.08613821,74.80655883,483.5166179,95.8657879,,0.148,0.185,0.102,49.7,0.164,0.052867244,33.17938101,16.42110508,0.394525087,0.104527247,0.041500586,0.001193317,0.767405063,,3.070679427,3.017332489,0.028138073,-2575.7824,0.757875261,43450,,0.685832187,,28.84161381,0.551921749,10.01669449,,23.61022242,14.30421895,36.875,85.22970749,0.807764186,0.085547522,0.792133877,25140,0.167024662,0.307637232,0.008432777,0.008949881,0.007995227,0.000556882,0.025855211,0.93194113,0.004705393,0.50115354,0.589060146
MI,Iron County,11378.88998,0.193,4.654032181,5.566210714,0.093799682,0.229,0.362,7.5,0.278,0.73648134,0.216678587,0.555555556,235,26.11111111,0.083777304,0.000632568,0.000361468,0.00117477,2223,0.53,0.34,0.920866644,0.543557642,0.081043129,0.228,4.609418893,0.321959274,11.74769564,189.3522392,125.9717823,5.5,0,0.114553991,0.804291441,0.203,97.54107504,74.72268176,471.90606,,,0.145,0.183,0.099,71.8,0.144,0.057884618,,17.87926389,0.390015501,0.096514276,0.044642857,0.000903669,,,3.083141828,2.92496738,0.031534354,-2186.0705,0.76591216,45098,,0.595648912,,41.21058074,0.400660783,10.86956522,,26.9211865,,28.57142857,89.78418297,0.826407767,0.110026439,0.718058252,11066,0.169980119,0.312940539,0.004518345,0.01626604,0.004518345,0.000180734,0.023585758,0.937737213,0.00075195,0.504699078,0.728526699
MI,Isabella County,7274.689421,0.203,4.879708619,5.631692966,0.078743641,0.223,0.407,7.4,0.285,0.679097154,0.2091714,0.382978723,437.9,8.308057497,0.093209987,0.000443668,0.000647445,0.002935083,4269,0.45,0.44,0.92464124,0.661878807,0.083569833,0.17,5.203989776,0.257976299,8.300893062,251.9943655,52.51459764,7.8,0,0.192044998,0.779539611,0.176,47.85409139,77.7547217,363.7548266,69.8510529,6.913470116,0.154,0.188,0.111,70.2,0.152,0.049667837,13.337271,10.53491006,0.383380307,0.106401424,0.046205145,0.001179788,0.778407336,0.035844718,3.129118527,2.863392554,0.051050685,285.5612267,0.79389177,53607,,0.470062948,40.93054813,26.91667787,0.460480907,9.225092251,,13.25369615,7.380429938,37.34693878,131.5294035,0.627516913,0.176878949,0.793082743,69504,0.175270488,0.137689917,0.025480548,0.040328614,0.01716448,0.000474793,0.042860843,0.852440147,0.004514908,0.513107159,0.465887272
MI,Jackson County,8566.91209,0.187,4.355071837,5.267695902,0.086260415,0.228,0.392,7.2,0.278,0.660382657,0.216845468,0.261363636,578.5,23.74901411,0.068511763,0.000441613,0.000688249,0.003116238,4074,0.47,0.51,0.917318021,0.612804878,0.090016875,0.168,4.154792352,0.323393619,8.895337834,475.6864336,65.96297733,8.9,1,0.130642678,0.840495383,0.286,80.2733196,76.52554395,420.5008066,52.29470645,6.343713956,0.139,0.172,0.098,176.1,0.131,0.108549373,9.488606292,10.62500225,0.393474631,0.083027103,0.030609016,0.001338262,0.776870484,0.075375,2.858504081,2.724593794,0.149067514,535.1102583,0.802192611,57267,,0.567888443,60.79657402,48.07873185,0.37408979,6.712911166,5.762713085,15.48174154,15.29026869,35,265.9339227,0.743072522,0.108092486,0.844991642,156920,0.212974764,0.187687994,0.0771922,0.004327046,0.008940862,0.000560795,0.037840938,0.843735662,0.00412769,0.491709151,0.418232989
MI,Kalamazoo County,6809.18945,0.162,4.042088201,4.961587866,0.079399343,0.169,0.365,7.6,0.239,0.689099632,0.210400232,0.293706294,869.2,18.46529452,0.067569121,0.000999751,0.000721837,0.004398695,3273,0.45,0.54,0.940666607,0.772783196,0.072087405,0.14,4.657959815,0.244902264,10.33704813,534.4285725,78.90573945,8.5,0,0.133644587,0.813402317,0.188,58.07894261,78.60197053,351.9045791,56.10049,5.641684249,0.124,0.16,0.097,172.3,0.123,0.080717193,18.84602047,10.49116025,0.39445145,0.081212121,0.029498425,0.00165045,0.784730337,0.064125472,2.97270172,2.862191541,0.168469866,1534.407048,0.815378021,63279,,0.488337031,51.00647169,36.13092602,0.464198233,9.268075922,4.674817519,13.8450377,10.45008833,61.03603604,521.7634821,0.644958668,0.120788849,0.885747713,265988,0.213708889,0.158176309,0.113851001,0.005282193,0.028350903,0.000631607,0.054047551,0.766857903,0.007659845,0.511214792,0.175471676
MI,Kalkaska County,8542.411138,0.204,4.845150908,5.725326088,0.069109076,0.243,0.375,7.6,0.289,0.370722323,0.207990455,0.388888889,144.1,26.86660419,0.094095157,0.000277193,0.000388824,0.000722102,2924,0.36,0.35,0.879788228,0.523389665,0.110703441,0.193,4.098263275,0.187976061,6.652622242,368.0199368,91.25526689,6.8,0,0.138655462,0.813331505,0.423,57.39831936,75.70111489,450.0649986,,,0.153,0.19,0.103,77.7,0.156,0.018040772,,17.82588967,0.403894209,0.111839605,0.043121693,0.000777648,0.806676136,0.12757732,2.64445794,2.680689084,0.053092788,-1381.68,0.744245353,52903,,0.638515331,,11.46067368,0.268680415,8.483563097,,18.30357386,13.5192988,13.75,79.39701054,0.849853618,0.107389304,0.77875366,18003,0.207298784,0.210131645,0.007332111,0.009942787,0.006276732,0.000611009,0.022440704,0.935510748,0.001310928,0.490362717,0.844458695
MI,Kent County,6068.838194,0.164,3.996299385,4.843486185,0.082303776,0.174,0.341,8.4,0.226,0.863108217,0.221937089,0.322033898,547.5,19.20383265,0.074417216,0.000927004,0.000746917,0.004041244,3331,0.46,0.5,0.914047196,0.720206863,0.075859018,0.126,4.097078228,0.233482137,12.34483336,372.7426981,66.89740802,8.8,0,0.131147198,0.790030225,0.214,61.50525529,79.44494788,304.3688411,48.15064956,5.771562525,0.123,0.152,0.098,188.6,0.106,0.038549755,15.08036004,9.501036497,0.35759791,0.090092959,0.035199694,0.002142072,0.831612268,0.06556213,3.120932969,3.018324656,0.253647787,311.67265,0.783054335,65012,,0.49396684,58.49219039,47.36999619,0.397941918,7.001675811,3.8667009,11.40578957,7.545512322,31.95758564,770.1448623,0.703535611,0.106888628,0.876737679,658708,0.237115687,0.145290478,0.097890112,0.007218677,0.033854151,0.000845595,0.110520899,0.728466938,0.028040115,0.506295658,0.156753321
MI,Keweenaw County,9115.762984,0.153,3.98926926,5.048340731,,0.187,0.346,7.7,0.231,0.040816327,0.224740587,1,,,0.059678653,,0,0.000471921,3058,0.43,0.23,0.970760234,0.55890411,0.089366516,0.172,3.80898244,0.310457516,0,205.6202879,103.2669921,5.6,0,0.125,0.773299748,0.324,,79.33038691,355.7641286,,,0.122,0.161,0.086,,0.123,0.072424227,,,0.374051392,0.0625,0.050314465,0,,,,,,,1.19357199,49890,,0.780821918,,,0.404770495,,,,,0,0.525131846,0.886005561,0.104166667,0.763670065,2119,0.151958471,0.371873525,0.005191128,0.003775366,0.000943841,0,0.015101463,0.962246343,0.001975309,0.49362907,1
MI,Lake County,10139.64735,0.243,5.380193139,6.041463545,0.097982709,0.258,0.388,7.2,0.329,0.760551174,0.190213195,0.272727273,270,35.67625133,0.091715607,8.43668E-05,0.000863036,0.000690429,2850,0.43,0.33,0.829585153,0.461272817,0.107545751,0.326,4.1685884,0.162754304,10.12401924,329.3952304,81.59102499,7,0,0.169435216,0.778210117,0.426,,75.72153848,471.3155338,,,0.172,0.205,0.119,143.6,0.181,0.00596877,,15.9323488,0.422110164,0.104740186,0.048643113,0.000690429,,,2.741102124,2.466620554,0.008696495,-5651.09,0.761202857,39971,,0.956087824,45.30530001,35.22845231,0.351479823,7.936507937,,19.77755943,,78.75,23.88481184,0.834704112,0.130224743,0.677432297,11587,0.163200138,0.310347804,0.071804609,0.009752309,0.003452145,0.000172607,0.026581514,0.860360749,0.001504292,0.494606024,1
