state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,covid-19_age-adjusted_mortality_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,childcare_cost_burden_raw_value,childcare_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
AR,Nevada County,10041.45465,0.252,5.210221215,5.71411137,0.119631902,0.23,0.387,4.6,0.345,0.309103034,0.146403856,0.133333333,836.2,42.02719407,0.084899749,0.000363548,,0.001358192,4717,0.34,0.37,0.895188102,0.421979356,0.058591549,0.278,4.65886131,0.303630363,7.270964615,194.3079209,96.61369016,9.7,1,0.142208775,0.78576181,0.465,185.5511724,74.94343488,527.8815821,,,0.165,0.188,0.126,159.2,0.18,0.273622814,,27.26513641,0.387187445,0.10093948,0.045310854,0.000864304,0.881593407,,2.482120081,2.447615481,0.041814151,-6970.174,0.874066016,41854,,1,6.513305252,7.885476868,0.225832656,8.1799591,,,,31.11111111,3.073387431,0.694792974,0.09589502,0.673462986,8099,0.223854797,0.215211755,0.30300037,0.004444993,0.005309297,0.000246944,0.046548957,0.623904186,0,0.507099642,0.691786151
AR,Newton County,11372.40029,0.222,5.012341575,5.749711625,0.055009823,0.22,0.36,6.4,0.304,0.591476591,0.162972853,0.125,245.1,43.56705242,0.101612903,,,0.000263089,3201,0.34,0.26,0.859658485,0.592882562,0.049907579,0.298,4.904052056,0.19268452,3.869469883,316.0756053,110.4716884,8.2,1,0.163793103,0.822415752,0.547,120.3149459,75.19623873,503.7557068,,,0.158,0.186,0.102,,0.167,0.113547135,,31.0553333,0.359979738,0.117005814,0.059090909,0.00092081,0.966136364,,2.386003914,2.332356517,,-2088.046,0.747119884,40698,,0.820730671,,6.669814858,0.239078087,23.12138728,,,,,7.375670182,0.83811749,0.14182082,0.644192256,7602,0.192317811,0.277558537,0.005261773,0.013154433,0.005787951,0.000131544,0.022494081,0.929886872,0,0.495659037,1
AR,Ouachita County,12522.18932,0.283,5.54577944,5.941288349,0.104021448,0.242,0.392,5.6,0.374,0.47856049,0.141350853,0.37037037,658.6,38.25255379,0.085540503,0.000513215,0.000431649,0.001812924,3195,0.34,0.47,0.861995495,0.562131381,0.060278994,0.279,4.989069025,0.455746367,18.3902147,619.6704231,88.89189899,9.9,0,0.159124814,0.884936521,0.227,114.2391876,72.69497231,596.8375836,104.702075,,0.183,0.198,0.136,249.4,0.176,0.181491471,14.25415152,25.70125578,0.395075945,0.100244499,0.048724781,0.000561143,0.907993197,,2.650347744,2.594024375,0.096693567,-6535.868667,0.764027797,46374,,0.71531676,18.12274337,18.40606477,0.210117738,10.73619632,8.96555434,11.23540299,11.8522532,33.75,49.78221502,0.709286392,0.101856095,0.722462317,23167,0.220313377,0.215867398,0.397375577,0.004316485,0.005007122,0.000388484,0.025855743,0.547848232,0.001166285,0.523589589,0.563514548
AR,Perry County,8815.015504,0.242,5.275064281,5.923638013,0.08,0.238,0.364,6.7,0.337,0.439253231,0.158427282,0.307692308,229.6,26.0989011,0.098155787,0.000191296,,,3624,0.36,0.46,0.893085179,0.602605863,0.055396371,0.227,4.413436579,0.227656736,6.695361071,518.590998,98.81040028,9.5,0,0.099730458,0.804952699,0.639,,76.15548815,456.3621313,,,0.169,0.197,0.108,113.7,0.183,0.053058966,,30.53519876,0.365443065,0.112699748,0.06304438,0.000581001,0.905846774,,2.968336799,2.672720778,0.045900255,-3525.8085,0.720283718,46317,,0.633820725,48.65908379,15.75512839,0.21605458,9.191176471,,21.65643707,,,0.171456857,0.797297297,0.05492917,0.732432432,10327,0.215164133,0.210806623,0.020431878,0.009683354,0.003195507,0.000193667,0.031277234,0.916626319,0.000306185,0.501888254,1
AR,Phillips County,17709.02359,0.33,6.167785083,6.251428808,0.131727319,0.258,0.452,4.5,0.411,0.543595165,0.118203091,0.117647059,1254.1,67.60689501,0.090047736,0.000618603,0.000346841,0.000751489,5940,0.33,0.28,0.815745394,0.611722549,0.090596689,0.37,6.214279693,0.611469072,11.24732876,1191.939051,152.2221119,8.9,1,0.143333333,0.86504965,0.2,172.1066622,69.49622438,735.3151419,107.91561,13.41589267,0.209,0.215,0.172,360,0.227,0.189356577,,27.67102229,0.401409464,0.110785033,0.044296789,0.000751489,0.842892157,,2.597764692,2.292336859,0.296016156,-15080.334,0.892999822,35167,,1,35.08227479,34.72392747,0.474279865,12.7245509,47.6556495,19.02687694,65.08046814,,76.7592368,0.46078561,0.139217743,0.712868668,17299,0.259783803,0.201919186,0.622694954,0.004104284,0.004451124,0.00017342,0.02011677,0.339268166,0.000416295,0.533672467,0.479661718
AR,Pike County,9044.332146,0.243,5.18404975,5.750656311,0.077124183,0.228,0.378,6.5,0.339,0.312638385,0.157094023,0,279.9,35.41315346,0.140514662,0.000279903,0.000375834,0.000563751,4383,0.28,0.31,0.850466045,0.586350395,0.058988764,0.246,4.522609578,0.153678711,9.330098899,141.746685,87.69965667,9.4,1,0.097674419,0.782552083,0.455,110.1211107,75.15991298,511.5016089,,,0.167,0.191,0.11,76.9,0.175,0.09372835,,23.86002121,0.354675027,0.162259223,0.083083512,0.000281875,0.90516129,,2.836880151,2.852394012,0.064475729,-3888.400667,0.712121212,43133,,0.721654275,41.56015182,18.16645332,0.206245798,13.93728223,,,,11.81818182,0,0.744483986,0.091190108,0.710794781,10643,0.217044067,0.209903223,0.033825049,0.012590435,0.008174387,0.000375834,0.069059476,0.864417927,0.017554241,0.501550315,1
AR,Poinsett County,14333.18813,0.266,5.518113341,6.089142616,0.097816197,0.256,0.388,6,0.358,0.089492739,0.148155077,0.25,556.8,48.85554914,0.106880783,0.00017001,0.000171799,0.002834686,7221,0.38,0.47,0.807164917,0.428571429,0.054945055,0.289,4.431247037,0.310655593,9.350561034,347.7036157,116.8440342,9,1,0.147853736,0.812014886,0.372,153.8451494,70.62877334,704.0593198,70.53740687,,0.177,0.204,0.116,102.5,0.195,0.103256579,19.7782016,28.69989477,0.360513046,0.130991367,0.048014122,0.000644247,0.815879479,0.106518283,2.708863729,2.712761167,0.074413502,-7598.53025,0.76476956,36150,,0.944317315,48.45430918,28.36846997,0.353720609,7.984031936,7.174973692,25.69937436,21.85571863,,56.3874022,0.627783004,0.099774011,0.763039615,23283,0.237641197,0.185457201,0.080101362,0.00420908,0.003865481,0.000386548,0.036206674,0.858050939,0.00143859,0.514194906,0.711385917
AR,Polk County,10859.54781,0.262,5.623088986,6.060309739,0.072356215,0.245,0.353,5.2,0.338,0.567612041,0.135951811,0.210526316,260.5,42.31678487,0.147508306,0.000801443,0.000456691,0.000913381,4504,0.29,0.35,0.851976031,0.528164035,0.066267316,0.281,4.293141964,0.220790566,14.02524544,296.8166415,111.9876814,8.6,1,0.173674589,0.776470588,0.233,160.6857175,74.53331408,508.9846929,77.19453022,,0.181,0.202,0.119,83.3,0.2,0.169463209,,32.75140261,0.367214679,0.178514415,0.074972914,0.001167098,0.89025974,0.246681416,3.054854668,2.915903282,0.136012295,-2036.3785,0.664331245,42915,,0.762743281,,44.01516675,0.229966212,8.635578584,,37.58171257,28.99681035,2.272727273,57.68951008,0.757949224,0.116339193,0.739092926,19707,0.223372406,0.237326838,0.005226569,0.021515198,0.00913381,0.000558177,0.064393363,0.880245598,0.010774375,0.511899325,0.733859259
AR,Pope County,8282.598145,0.24,5.148753554,5.667026874,0.081111111,0.208,0.361,6.5,0.331,0.487336853,0.153068667,0.261904762,471.3,25.48096022,0.119103214,0.00067112,0.000450773,0.002347126,3232,0.35,0.48,0.848533646,0.54206319,0.058937894,0.176,4.62350154,0.253991292,13.89062305,372.4306249,69.6831448,9.6,0,0.135439682,0.828064212,0.204,71.44298118,76.58891388,436.5616494,48.25256773,4.368401893,0.163,0.187,0.113,102.7,0.172,0.093706147,11.43415486,12.53887611,0.337184287,0.138719722,0.071943406,0.000777194,0.9100246,0.066010929,3.152561533,2.984423972,0.122877173,-1183.11762,0.618408013,46350,,0.608974359,44.9640185,42.32508807,0.287874865,7.980049875,7.165072065,18.01547463,19.06130867,17.38461539,126.5285425,0.724051962,0.100045126,0.792197,64334,0.226334442,0.165930923,0.031025585,0.01069419,0.012621631,0.001056984,0.096838375,0.833260795,0.019477268,0.504632076,0.54493636
AR,Prairie County,12030.30869,0.241,5.174933267,5.855294478,0.1,0.232,0.368,7.4,0.328,0.219621343,0.15922657,0.3125,409.3,42.53835425,0.096277916,0.000124039,0.000125534,0.000251067,5015,0.36,0.33,0.858954845,0.644914756,0.05349224,0.244,4.045414805,0.240143369,14.88464401,169.8101765,73.88980567,9,1,0.103267974,0.79954955,0.416,104.2216674,74.27020168,606.858794,,,0.163,0.193,0.11,203.7,0.165,0.021533284,,,0.36648424,0.110058638,0.059551887,0.000502134,,,2.985841063,2.818300868,0.036440504,-5051.277,0.777251185,48478,,0.710391823,17.11595671,19.41096611,0.2007096,11.11111111,,,,10,6.616826691,0.749134487,0.055778032,0.656191744,7966,0.204117499,0.242530756,0.109088627,0.004519207,0.001757469,0.000753201,0.019959829,0.852121516,0.000130073,0.5,1
AR,Pulaski County,10346.43812,0.217,4.608265146,5.189353353,0.111721316,0.196,0.349,6.7,0.296,0.763280278,0.159294483,0.278846154,872.4,30.94460487,0.09945293,0.001206907,0.000773576,0.00484503,3502,0.42,0.53,0.91315524,0.69206721,0.074335197,0.225,4.933036112,0.376226001,15.8199183,1059.628901,93.08944476,9.7,0,0.165388166,0.818047458,0.207,72.69069914,75.5637968,469.2306766,72.53046142,8.353221957,0.141,0.166,0.115,612.2,0.146,0.128814554,22.67379207,15.5628271,0.402562641,0.118370511,0.052224791,0.001811797,0.776038844,0.102375883,2.744858875,2.615195377,0.156139079,-6434.623667,0.837705656,56171,,0.713126088,48.21322935,43.06270503,0.255363088,11.55823573,17.19910565,16.99794563,26.82238239,20.88832487,423.6504616,0.58076609,0.143687952,0.815251281,392980,0.230548628,0.165143264,0.379115986,0.004516769,0.023260726,0.00048603,0.063392539,0.510008143,0.015950045,0.524179348,0.122767461
AR,Randolph County,11139.86454,0.265,5.643750586,6.183850423,0.074876238,0.251,0.388,6.3,0.359,0.276030942,0.148900509,0.166666667,490,45.94137542,0.116160544,0.00061254,0.000328821,0.001041267,4567,0.35,0.46,0.845503583,0.614797688,0.05897367,0.235,4.22968563,0.239691343,5.568548836,294.5550217,98.70118217,8.8,0,0.144198525,0.818248389,0.318,166.4241331,73.95683802,553.7162165,88.365243,,0.182,0.206,0.117,87.3,0.185,0.093797695,,29.79113995,0.3504594,0.138133069,0.062940348,0.000876857,0.920524691,,2.556129308,2.539545905,0.042464915,-4443.4145,0.827381972,46495,,0.691529235,,38.55865786,0.233186364,10.94890511,,21.04404257,20.18887817,25.2631579,48.35111893,0.743761996,0.084328576,0.694406361,18247,0.242724832,0.197237902,0.011782759,0.007508084,0.004767907,0.021592591,0.024716392,0.90962898,0.0078988,0.50512413,0.674216707
