state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,inadequate_social_support_raw_value,children_in_single-parent_households_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,breastfeeding_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,influenza_immunizations_65+_raw_value,dental_utilization_raw_value,cervical_cancer_screening_raw_value,colon_cancer_screening_raw_value,cholesterol_screening_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
NM,Bernalillo County,7466.35,0.143,3.6,3.5,0.088,0.175,0.193,7.123659052,0.17,0.913137448,0.13,0.281588448,576.8,49.96657212,0.206910069,0.000988125,0.000730556,,32.47219909,0.835121054,0.589855559,0.63,0.645540503,0.071163448,0.246,0.18,0.395436094,766.4064972,91.9,9.45,0.00411183,0.168097544,0.792005561,0.239,344.9,54.31986733,6.1,0.059,190.6,0.171,0.061613971,27.6522498,13.60130986,0.252972041,0.090429895,7306.046354,,0.126,46200,0.563037406,8.093341406,673460,0.235351766,0.130805096,0.024974622,0.055932406,0.02626142,0.001727175,0.482256524,0.412387293,0.044627995,0.50972413,0.041955192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Catron County,6798.07,0.226,3.4,4.1,0.134,0.213,0.248,3.454232203,0.248,0.740671141,0.124,0.666666667,,27.63385147,0.284528302,0.000535762,0,,27.43867133,0.6875,0.360655738,,0.580487805,0.068965517,0.419,0.223,0.331797235,26.69514148,,9.67,0.363365599,0.123287671,0.768067227,0.328,282.5,,,0.096,,0.155,0.446849337,,,0.320709492,0.155993432,6310.932266,,0.169,30257,0.630630631,,3658,0.143794423,0.316839803,0.004308024,0.028002154,0.002154012,0,0.187129779,0.766828218,0.01423098,0.483037157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Chaves County,9778.76,0.238,4.5,3.6,0.081,0.219,0.306,6.457115704,0.267,0.703480844,0.153,0.306451613,607.1,72.36327033,0.260796105,0.000743664,0.000319227,,56.79140317,0.849906191,0.586419753,0.745971591,0.524485637,0.065670961,0.302,0.242,0.385947274,622.6497148,102.1,9.49,0.037446884,0.135860307,0.816064349,0.13,437.1,73.23577775,7.7,0.102,73.7,0.168,0.131771388,20.90564138,22.25439243,0.339061699,0.104684942,8777.365375,,0.203,38008,0.773390342,13.93709425,65784,0.278684787,0.143469537,0.016460341,0.019566641,0.00820733,0.002131774,0.527065918,0.433328765,0.071800502,0.504590928,0.2424861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola County,10293.49,0.219,4.1,4,0.092,0.186,0.312,5.573512581,0.264,0.601587477,0.127,0.29787234,607.4,80.50490884,0.256798135,0.00061465,0.000439014,,58.38247318,0.529126214,0.415887851,0.705662983,0.350840915,0.062494927,0.378,0.26,0.485311398,636.8497812,109.7,9.62,0.037755025,0.151421508,0.757808963,0.257,451.3,103.1257779,6.8,0.117,225.6,0.182,0.190168267,14.1933449,30.48940756,0.332251656,0.095013196,7838.143167,,0.167,34783,0.623268698,8.936550492,27334,0.248079315,0.133606497,0.008691225,0.418051566,0.006109313,0.001236409,0.369067966,0.214189607,0.024182414,0.492017892,0.553448719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Colfax County,10289.59,0.177,4.4,4.1,0.132,0.211,0.248,5.500191387,0.243,0.521672727,0.165,0.130434783,329.9,57.37988248,0.210666921,0.000513197,0.000302503,,53.41831216,0.853896104,0.533333333,0.774096386,0.576637168,0.075689145,0.289,0.205,0.372262774,337.2080272,104.1,11.46,0.16054412,0.132582322,0.70355312,0.122,388.2,95.30410674,,0.09,57.6,0.174,0.21265118,20.5583652,16.44669216,0.254392765,0.092509493,6118.510561,,0.151,36620,0.53101737,,13223,0.196929592,0.217575437,0.003377138,0.021290654,0.004404963,0.001468321,0.478892886,0.490859702,0.014939237,0.489685045,0.523563636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Curry County,7052.31,0.194,4.2,3.8,0.079,0.226,0.292,6.213155824,0.272,0.719551017,0.149,0.1875,561.9,91.92152831,0.217035388,0.000563959,0.000720894,,76.6050253,0.756578947,0.593052109,0.737328358,0.609650144,0.047744015,0.275,0.202,0.373284055,545.088451,65.4,9.37,0.004442393,0.130484989,0.81670662,0.092,377.5,58.80790682,5.5,0.088,84.5,0.17,0.151485549,11.29184851,18.92147588,0.281482995,0.085194949,9435.208752,,0.18,39472,0.630932728,7.629627369,49938,0.278545396,0.113700989,0.057267923,0.019546537,0.014705289,0.001875983,0.396760399,0.507564449,0.040077511,0.494251019,0.140689598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,DeBaca County,8887.43,0.253,,4.6,,0.198,0.232,3.270471073,0.298,0.619683482,,0.166666667,308.5,61.42506143,0.261985145,0.000514139,0.001037883,,,0.816326531,0.692307692,,0.521613833,0.042606516,0.346,,0.307977737,,,9.27,0.358490566,0.082802548,0.810071942,0.109,382.9,,,0.093,,0.141,0.491550318,,,0.31835206,0.119266055,7986.78778,,0.133,30895,0.455414013,,1927,0.211728075,0.241826674,0.001529052,0.0127421,0.001529052,0,0.393476045,0.581549439,0.011982027,0.50254842,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Dona Ana County,7111.48,0.219,3.7,3.4,0.076,0.158,0.254,5.395898325,0.19,0.587373885,0.164,0.378378378,580.1,66.56041537,0.25991291,0.00055244,0.000461657,,59.85431319,0.85319054,0.582079791,0.740293,0.599047024,0.07138795,0.392,0.224,0.381815556,381.5433639,69.4,10.3,0.134986812,0.183902439,0.807870532,0.189,334.8,53.20455104,4.6,0.072,156.7,0.181,0.209249311,15.56638848,12.30830717,0.332165459,0.102492085,8693.689886,,0.203,37230,0.717397837,3.837295764,214445,0.262883257,0.129954068,0.013787663,0.021254414,0.012815576,0.00157788,0.660154783,0.298965925,0.0935807,0.50910568,0.192904561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Eddy County,10124.26,0.208,4.7,4.5,0.076,0.209,0.287,7.186667285,0.277,0.682104442,0.149,0.25,380.4,79.05950388,0.179282435,0.00053553,0.000330767,,71.38484058,0.858627859,0.536804309,0.786895522,0.491875475,0.040665803,0.217,0.218,0.342534685,628.4741349,110.5,9.91,0.048207631,0.106107661,0.775178579,0.128,449.9,70.00664166,6.1,0.108,36.6,0.132,0.13060655,27.10576175,24.36780602,0.227881871,0.069332964,8878.86849,,0.18,48001,0.47928936,7.666276052,54419,0.256068653,0.141696834,0.011333543,0.022185596,0.008037186,0.001037056,0.446526788,0.517213282,0.029171178,0.499657401,0.208549295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Grant County,8938.41,0.189,4.6,4.4,0.103,0.18,0.237,6.4492118,0.222,0.354882429,0.157,0.357142857,496.9,68.72260488,0.204868515,0.000782846,0.000442357,,43.30305223,0.855805243,0.597727273,0.8084375,0.588618746,0.069425023,0.337,0.232,0.439576084,372.5242309,112.3,9.85,0.001681025,0.100558659,0.758210795,0.186,403.8,38.12283176,,0.078,95.9,0.158,0.15178576,24.15890763,18.84394795,0.251181344,0.089302042,6981.89171,,0.184,35842,0.655387355,7.730850442,29388,0.210834354,0.227337689,0.006795787,0.017974856,0.005572545,0.001019368,0.485626911,0.48440367,0.014549504,0.507101597,0.423527817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Guadalupe County,6825.87,0.128,2.8,3.2,0.106,0.328,0.259,5.055329713,0.253,0.385107745,,0.052631579,346.4,52.24660397,0.207324455,0.000649491,0.000434499,,,0.868421053,,,0.44573991,0.09760274,0.329,0.219,0.411334552,596.4937805,115,9.52,0.087563331,0.137583893,0.842787682,0.16,362.7,,,0.078,,0.194,0.217118996,33.40520514,45.55255246,0.261995754,0.075173096,6256.732089,,0.184,29659,0.97127223,,4603,0.203997393,0.172930697,0.014851485,0.023245803,0.015712441,0.000215239,0.795523031,0.159276797,0.012211669,0.433921653,0.440793685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Harding County,,0.1,,,,,0.253,5.308215844,0.268,0.238848921,0.26,0.4,,,0.22745098,0,0,,,0.815789474,0.551724138,,0.602564103,0.046035806,0.276,,0.180851064,,,10.54,0,0.215625,0.815450644,0.221,,,,0.096,,0.136,0.304347823,,,0.250626566,0.136752137,8151.547341,,,35249,0.438202247,,707,0.165487977,0.294200849,0.005617978,0.015449438,0.002808989,0,0.426966292,0.55758427,0.017331023,0.470505618,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Hidalgo County,8394.77,,,,0.081,,0.264,6.396456165,0.261,0.714344095,,0.052631579,555.4,67.5074184,0.238511489,,0.001460159,,47.37300216,0.857142857,0.354166667,,0.497904443,0.063069909,0.355,,0.494444444,156.6650773,88.5,9.77,0.440860215,0.131964809,0.721707819,0.137,411.4,,,0.083,,0.175,0.124154909,,,0.292639138,0.119472459,8515.776062,,,33230,0.538647343,,4794,0.242386316,0.177304965,0.005787516,0.009714758,0.005580819,0.001033485,0.561802398,0.415667631,0.029733275,0.497312939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Lea County,8458.49,0.217,4,2.9,0.092,0.212,0.328,7.46471538,0.331,0.782100206,0.142,0.353658537,671,91.07575847,0.23891796,0.000366844,0.000195966,,73.95047719,0.768219833,0.511111111,0.706905504,0.431220752,0.042502109,0.212,0.199,0.352434917,470.635305,91.2,9.5,0.022765889,0.149611856,0.801265095,0.146,418.5,79.97939514,6.8,0.084,52.8,0.151,0.067172826,14.00730247,30.81606544,0.310207144,0.104945357,9991.82825,,0.19,48028,0.510912698,10.97238694,66338,0.296345986,0.107374356,0.036707811,0.016549988,0.005757185,0.000875092,0.520219234,0.422178212,0.069924838,0.488500983,0.210314088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Lincoln County,6724.99,0.116,2.6,3,0.098,0.221,0.229,6.787461553,0.219,0.79128653,0.188,0.173913044,205.3,61.1814346,0.270005721,0.000635573,0.000344675,,47.63191281,0.6816609,0.585014409,0.828599222,0.571884984,0.054501685,0.349,0.173,0.416906569,377.7835543,90.7,9.54,0.253619815,0.144843569,0.683927139,0.192,298.1,75.59531309,,0.081,77.1,0.138,0.157615705,19.55293608,18.85461694,0.320410394,0.121092789,6548.583435,,0.192,38896,0.543568465,8.37982975,20309,0.185582747,0.242158649,0.004256777,0.029210295,0.004256777,0.002152853,0.30599863,0.655690381,0.03038248,0.510470692,0.531833927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Los Alamos County,4862.91,0.086,2.9,2.8,0.101,0.095,0.185,8.75854045,0.154,0.842339833,0.114,0,109.8,10.12536162,0.047209455,0.00170124,0.000991244,,33.02142574,0.903448276,0.75,0.88,0.859838275,0.034837119,0.04,0.13,0.222171219,227.1405224,63.1,9.73,0,0.057501652,0.753223456,0.082,186.3,,,0.067,60.3,0.106,0.028830038,9.434184769,,0.055398117,0.029020824,6479.002505,,0.049,112115,0,,18159,0.232832204,0.157828074,0.006594856,0.010386898,0.063035832,0.000824357,0.154374588,0.752198285,0.015596599,0.4988459,0.112423398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Luna County,8972.55,0.205,3.4,4,0.085,0.188,0.261,4.2554973,0.237,0.451125722,0.167,0.257142857,779.2,99.49164851,0.280445969,0.000474665,0.000319476,,79.16775884,0.783783784,0.465034965,0.61,0.366860465,0.172492882,0.431,0.264,0.473863468,632.0461255,92.7,10.06,0.001575079,0.174904943,0.739707228,0.155,430.9,47.81873023,,0.092,74.9,0.254,0.178870113,10.78662912,27.81814879,0.368833912,0.108841594,8079.808856,,0.211,27852,0.994020656,9.651194477,25041,0.265364802,0.200191686,0.007908751,0.021699388,0.006199825,0.001629441,0.625109292,0.348819649,0.108452882,0.501033304,0.406136681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,McKinley County,11971.06,0.174,3.5,3.5,0.083,0.144,0.358,3.488461589,0.252,0.29379511,0.126,0.51369863,1136.2,63.48042212,0.3182427,0.000719483,0.00065739,,127.9103886,0.254606365,0.379770992,0.655075653,0.435660933,0.086917259,0.452,0.323,0.46658976,626.7471218,130.6,9.79,0.023036609,0.257231991,0.728843888,0.3,492.3,80.63536247,8.1,0.13,139.6,0.212,0.333812806,13.1266989,40.38984276,0.428297581,0.117462236,8490.955478,,0.149,29821,0.762203678,13.93449575,73016,0.312945108,0.099553523,0.006343213,0.767189155,0.009168455,0.000651979,0.13576105,0.102455788,0.047691558,0.517005786,0.573784479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Mora County,7619.95,0.182,4.7,4.1,0.11,0.171,0.234,5.9742275,0.248,0.330669945,0.132,0.357142857,523.8,40.64352244,0.234897589,,0.00021254,,49.13842293,0.790476191,0.462962963,,0.447906524,0.130119233,0.357,0.222,0.240938166,73.09941521,117.9,10.36,0.125,0.201101928,0.66414278,0.525,343.9,,,0.098,,0.182,0.151462782,,,0.271285764,0.129756098,5915.793276,,0.214,26455,0.968911917,,4705,0.197024442,0.208076514,0.002294056,0.025860271,0.003962461,0.000208551,0.805630866,0.182064651,0.050409021,0.487799791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Otero County,8118.18,0.185,3.9,3.1,0.088,0.24,0.245,5.608771789,0.225,0.47536718,0.143,0.413793103,429.2,59.90969742,0.249564056,0.00047182,0.000348269,,50.56293805,0.745963402,0.578861789,0.814696049,0.578903226,0.061416902,0.364,0.2,0.367411534,377.6558888,82.3,10.1,0.00094425,0.137744486,0.777893975,0.188,401.4,60.39991099,7.7,0.098,87.8,0.176,0.198313098,19.15106083,10.48748569,0.310792963,0.112701041,8116.101318,,0.147,38764,0.513634618,7.295642222,66041,0.246528672,0.153162429,0.032398792,0.070731261,0.013591019,0.003462583,0.349019189,0.52623631,0.053927513,0.49301382,0.295938681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Quay County,14170.71,0.253,5.7,4.2,0.084,0.275,0.253,6.454076075,0.297,0.683220883,0.082,0.108108108,421,90.08097166,0.221222769,0.000443164,0.000228076,,54.88507109,0.814102564,0.516393443,0.738590604,0.418128655,0.069210526,0.365,0.242,0.288372093,618.1522061,142.3,9.86,0.400137012,0.127604167,0.75224359,0.182,556.7,,,0.09,,0.171,0.126289711,22.0792329,28.38758516,0.274769585,0.078673924,7894.24241,,0.154,30557,0.821996186,15.77088065,8769,0.212681036,0.222374273,0.010159011,0.020538869,0.011152827,0.000662544,0.42954947,0.530477032,0.009449563,0.511373675,0.415661984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Rio Arriba County,12970.7,0.24,4.5,3.7,0.113,0.217,0.24,5.765919094,0.231,0.546489092,0.126,0.507042254,712.1,73.43412527,0.240879953,0.000395589,0.000421648,,50.08371696,0.732209738,0.55351682,0.562046371,0.519000413,0.080334638,0.297,0.257,0.464434721,454.646537,161.3,10.57,0.344889716,0.157013726,0.744074311,0.415,489.6,87.3733087,4.9,0.085,151.8,0.154,0.225486108,51.87975268,40.86418876,0.296946254,0.106676974,6535.682417,,0.19,36900,0.861694424,13.8582901,40318,0.240612134,0.154199117,0.003122444,0.179986618,0.005997076,0.001883379,0.712066017,0.134314673,0.034784003,0.506356405,0.497639517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Roosevelt County,8000.66,0.174,3.4,2.8,0.078,0.226,0.267,6.514710095,0.283,0.690214653,0.133,0.47826087,542.9,61.17504543,0.251231238,0.000635821,0.000293844,,95.48910544,0.708520179,0.481012658,0.824642857,0.560357675,0.049682078,0.285,0.183,0.338288469,439.303221,65.2,9.17,0.386932579,0.181751288,0.768270945,0.2,416,69.12214871,,0.07,30,0.181,0.10118208,14.11526975,18.57272336,0.323696482,0.095759971,8653.656116,,0.157,34781,0.575415996,,20419,0.269650815,0.118125276,0.014926101,0.019803912,0.009999512,0.001268231,0.398614702,0.55441198,0.045905572,0.496073362,0.364607478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Sandoval County,6270.08,0.132,3.6,3.4,0.085,0.155,0.25,6.715197088,0.198,0.652085344,0.129,0.390243902,342.6,36.38570819,0.186577147,0.000625656,0.000346638,,44.40294524,0.660160735,0.570680628,0.711072508,0.655157933,0.080481577,0.172,0.172,0.359506173,285.7879857,75.3,9.6,0.123540671,0.159830584,0.789469041,0.488,295.9,38.83039907,5.1,0.074,68.7,0.153,0.135719418,14.20719631,14.80919615,0.231276565,0.087477106,7714.160535,,0.144,57376,0.475819033,4.454798842,135588,0.253680267,0.135373337,0.019056701,0.134335586,0.016307708,0.001765613,0.358546089,0.47064389,0.023433416,0.510522905,0.170582467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,San Juan County,9296.36,0.167,4,3.6,0.073,0.227,0.303,6.27791715,0.238,0.47029467,0.126,0.426470588,679.4,63.93244873,0.272280727,0.000553822,0.000708011,,67.90194513,0.52815534,0.561616162,0.660264386,0.519476957,0.068457214,0.275,0.233,0.396115186,670.2962486,111.1,10.05,0.131929954,0.193463426,0.836290894,0.326,401.2,86.49598126,5.8,0.095,62.1,0.175,0.13560472,12.98740899,32.0732535,0.343621238,0.128076513,8508.915019,,0.166,45901,0.603095168,8.695917323,128529,0.283437979,0.116775203,0.005200565,0.375338701,0.004677385,0.00075744,0.19363126,0.421573757,0.027420722,0.503627121,0.336639907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,San Miguel County,10067.15,0.253,5.2,4.4,0.115,0.24,0.224,5.933661839,0.198,0.738815364,0.147,0.390243902,699.6,43.30619629,0.213302463,0.000750828,0.00048458,,64.34515153,0.819614711,0.514106583,0.775,0.569459501,0.072233217,0.357,0.208,0.543460988,,122.1,9.94,0.072097396,0.171828596,0.793151577,0.335,429.2,53.04034855,,0.087,132,0.181,0.157306155,25.26995111,31.10147829,0.257306623,0.097083022,6804.326888,,0.218,31285,0.765417733,11.17709376,28891,0.21141532,0.167110865,0.011671957,0.028087779,0.009999659,0.001911198,0.768164909,0.197399406,0.039375498,0.500563121,0.468955193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Santa Fe County,6963.39,0.145,3.3,3.5,0.094,0.163,0.138,7.114886187,0.123,0.759339668,0.136,0.37755102,359.1,47.88152477,0.246618775,0.001002417,0.00081298,,31.42556624,0.822222222,0.620772947,0.621703422,0.577932945,0.054928796,0.25,0.188,0.375615475,387.9000865,89.4,9.7,0.008038144,0.204173248,0.733125769,0.249,278.7,54.50401348,4.7,0.045,271.4,0.149,0.104813389,19.8558971,17.41209438,0.289129855,0.125821298,6546.487413,,0.16,50716,0.588355003,5.091255667,146375,0.202575576,0.172235696,0.006881413,0.039712632,0.012978344,0.001768523,0.508756598,0.438593715,0.063201969,0.51208032,0.251605743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Sierra County,12744.09,0.259,6.5,3.8,0.088,0.245,0.233,5.843400528,0.259,0.914414414,0.116,0.259259259,351.7,67.89178152,0.230525031,0.000418655,0.000588483,,58.79285621,0.831818182,0.361256545,0.725,0.394752898,0.062087633,0.425,0.242,0.411136891,454.8692936,140.8,10.09,0,0.147523709,0.785831961,0.1,553.1,,,0.106,119.7,0.16,0.206451537,24.95454708,22.57792354,0.275714286,0.085213033,7457.335214,,0.141,28029,0.669009136,,11895,0.163682219,0.319714166,0.00507741,0.023888796,0.00441152,0.000332945,0.280922257,0.680789079,0.010165957,0.500499417,0.339506173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Socorro County,10697.08,0.22,4.2,3.8,0.092,0.169,0.265,6.032677262,0.221,0.487518191,0.132,0.191489362,537.1,67.40890688,0.249083005,0.000503553,0.000340851,,49.6050123,0.753787879,0.432926829,0.730439815,0.500398406,0.048903157,0.404,0.3,0.530491952,637.9962193,105.7,9.58,0.751243969,0.153461218,0.796932929,0.212,469.7,80.62194069,,0.081,58.9,0.167,0.174693446,26.22565187,32.58338565,0.308727376,0.104964861,6922.034854,,0.2,32809,0.600593912,,17603,0.236721014,0.15400784,0.008392547,0.119006322,0.013763778,0.001119006,0.485984446,0.37878364,0.049717786,0.487327253,0.49675361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Taos County,8212.7,0.171,4.2,3.8,0.108,0.164,0.18,5.460765342,0.146,0.517776361,0.145,0.456521739,413.2,49.84330697,0.25477163,0.001032901,0.000579639,,53.4156234,0.765807963,0.556603774,0.716327078,0.590491848,0.091258405,0.381,0.194,0.512843897,510.2911296,113.6,11.09,0.149852332,0.19399011,0.712219706,0.206,331.9,62.25509943,,0.071,126.7,0.177,0.210684107,22.52888999,32.68897763,0.308620774,0.09678807,6127.490841,,0.219,29637,0.81286031,7.509629996,32779,0.198114647,0.196436743,0.003887387,0.071704073,0.00853403,0.000971847,0.562608194,0.361891457,0.024702506,0.509156619,0.584479461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Torrance County,9792.84,0.205,5.6,5,0.088,0.33,0.259,6.353661674,0.253,0.089971312,0.13,0.275,373.2,46.78217822,0.263102725,6.11808E-05,0.000187254,,32.492376,0.810344828,0.43956044,0.716908213,0.428648795,0.081648644,0.4,0.24,0.329749104,138.2394796,131.2,9.39,0.128366543,0.198290598,0.766692397,0.511,392.1,85.00819722,,0.089,244.7,0.187,0.105187364,29.25309954,36.13618178,0.319707266,0.12855377,7358.137145,,0.2,32952,0.536480687,,16021,0.227201798,0.16222458,0.011181035,0.03543716,0.004887884,0.001955154,0.396712898,0.553919472,0.051248699,0.481395491,0.987853263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Union County,7975.2,0.149,3.4,3,0.092,0.084,0.26,7.195949353,0.279,0.543196307,,0.428571429,157.9,43.85026738,0.234759178,0.000676743,0.000225683,,78.13485485,0.8,0.557142857,,0.338898164,0.046325879,0.269,0.154,0.387029289,,113.9,11.66,0.005700171,0.137931035,0.694037657,0.084,353.9,,,0.073,,0.129,0.135485262,,33.0545731,0.27972028,0.124013529,9520.594303,,0.143,33570,0.547318612,,4431,0.187542316,0.193635748,0.016485998,0.0266486,0.005420054,0.000225836,0.403342367,0.553974706,0.016354586,0.427506775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Valencia County,8342.82,0.206,4.3,4.4,0.084,0.225,0.284,5.940215252,0.241,0.408389818,0.119,0.387755102,369.8,52.36264292,0.218517439,0.00029843,0.000169644,,37.44918725,0.753649635,0.519230769,0.663479088,0.559700277,0.080553561,0.32,0.219,0.362535936,522.2851959,99.3,9.4,0.121476895,0.172535867,0.798349139,0.485,396.3,42.20247257,6.4,0.082,101.3,0.165,0.187474636,25.40570964,22.47428161,0.2791341,0.084757183,7246.885132,,0.198,40159,0.709462528,11.53028361,76631,0.255262231,0.139395284,0.010957549,0.04947815,0.007443846,0.001379454,0.585422035,0.358866245,0.045160653,0.496473283,0.167313142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,New York,5650.37,0.15,3.5,3.4,0.082,0.166,0.244736647,8.311853119,0.241691604,0.893941987,0.17,0.239973037,527.9,24.49148687,0.131518026,0.000822134,0.000755943,,64.784,0.853477159,0.629072551,0.772695313,0.652685791,0.08497231,0.23,0.24,0.346179999,392.3813654,39.8,11.68,0.267237434,0.235351262,0.539687003,0.352,296.1,47.59046687,5.8,0.092699736,810,0.146579046,0.024845377,7.440563248,7.247166622,0.16262184,0.044716249,9422.093917,,0.119,56357,0.410838732,4.59912052,19570261,0.217838382,0.140906246,0.145683465,0.009502854,0.078455242,0.001264921,0.179349958,0.580061827,0.071303114,0.515597477,0.121270752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Albany County,6004.31,0.129,2.6,3.3,0.083,0.174,0.259,8.364643317,0.226,0.839058658,0.189,0.206521739,481,17.46745231,0.093154019,0.000935549,0.000798808,,61.59928561,0.859213251,0.664482307,0.785648649,0.745770917,0.073946363,0.167,0.203,0.358461719,400.8038098,39.9,11.1,0.001072169,0.162874829,0.771633432,0.19,308.5,60.81664592,8.4,0.084,418.6,0.115,0.049551152,6.633748844,6.963083893,0.110452132,0.041178273,8224.316794,,0.054,57951,0.296697378,2.681728256,305455,0.191812215,0.145746509,0.120560159,0.00281655,0.051216566,0.0005121,0.051009756,0.756309335,0.016218495,0.516456137,0.09696125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
